roc,reb,atr_p,atr_m,mkt_t,Full_CAGR,Full_Calmar,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
10,7,10,3.5,0.48,0.29081942263152416,1.3669154479673988,0.7030702699916667,0.16239307245104473,0.023943465434399736,0.05815118034952382,0.5461303809659412,0.2863756631144183
10,7,10,4.0,0.42,0.3015468234833698,1.481479621216748,0.8112006663166662,0.1394376996129425,0.02696320712574929,0.05752214599040495,0.5296046438623798,0.30659580294088995
10,7,10,4.0,0.45,0.2947811739081716,1.3799250553968117,0.7125202678916658,0.14710331151563216,0.011413490737467002,0.06124574400175842,0.5622092976202815,0.31884192704293324
10,7,10,4.0,0.48,0.294405921055642,1.3892382247772341,0.7125202678916658,0.14710331151563216,0.022036091388029977,0.06060918225451806,0.5566491824626238,0.3081776263024507
10,7,10,4.5,0.42,0.302561538254986,1.5280389877688059,0.8839533050166666,0.13771723413384307,0.024011508882937793,0.05337972540559566,0.49518947139145775,0.30267467863521924
10,7,10,4.5,0.45,0.29448011132551044,1.4052954279400403,0.7610416066666663,0.14689915435661804,0.00813871025030477,0.057416083050916056,0.5309229197286596,0.3171347474957822
10,7,10,4.5,0.48,0.2941044455947528,1.4146024920371096,0.7610416066666663,0.14689915435661804,0.018479693032122047,0.056833117351854145,0.52577617477232,0.30648105775473566
10,7,15,3.5,0.42,0.2987274009637182,1.3798889261676925,0.7054871942333332,0.16053724607644404,0.032236636377955374,0.05821515719227932,0.5804636830267318,0.2923789630734477
10,7,15,3.5,0.45,0.2918820621817291,1.2833227045219024,0.6165843378833329,0.16893729768637367,0.011128189365229302,0.06213024963176483,0.6175716704466196,0.30409088058120193
10,7,15,3.5,0.48,0.2915028104951132,1.292165211722354,0.6165843378833329,0.16893729768637367,0.022146764346465453,0.06146049570008927,0.6112400132884936,0.29350490205002133
10,7,15,4.0,0.42,0.29902472948326153,1.4843638303500033,0.7844472430583334,0.14661604626468772,0.04436148234191695,0.059424729076625216,0.5114503956038201,0.29388089667212514
10,7,15,4.0,0.45,0.29131427942164034,1.3698217711932845,0.6955443867083331,0.1539469876893702,0.016192220421068937,0.06375632069626191,0.5468211023311316,0.3071993286157719
10,7,15,4.0,0.48,0.290934238535286,1.378997285763841,0.6955443867083331,0.1539469876893702,0.02685318463512054,0.06309439174328935,0.5414319012930966,0.2965415720878033
10,7,15,4.5,0.42,0.29861025044320977,1.4338975917551313,0.8203858412666658,0.132960272289536,0.02597550923541303,0.05130137917076416,0.5185574715429537,0.3096292512624046
10,7,15,4.5,0.45,0.29039774762496573,1.31551254071789,0.697474142916666,0.14214162234092287,0.00946335033434953,0.05533866802207288,0.5575934657492061,0.324801172887057
10,7,15,4.5,0.48,0.29001642858304555,1.3244652647075348,0.697474142916666,0.14214162234092287,0.020224259857948068,0.05475497831464993,0.5519651603202467,0.3138410892369625
10,7,20,3.5,0.42,0.29160944016193224,1.2487947948464917,0.6790775762083328,0.15308394815913928,0.022801368431921265,0.04355849509152354,0.5991694536557519,0.295470559356537
10,7,20,3.5,0.45,0.28546270545556784,1.1696206217239755,0.5901747198583334,0.16122048000138745,0.009397477555671108,0.04618782714018588,0.6340871187667123,0.30615533046048893
10,7,20,3.5,0.48,0.28507441393218924,1.1777926169348045,0.5901747198583334,0.16122048000138745,0.020668179138219056,0.045677799271106156,0.6273246688034428,0.29523430781440774
