roc,atr_p,atr_m,reb,mkt_t,mkt_s,Full_CAGR,Full_Calmar,Ret_2020,Ret_2021,Ret_2022,Ret_2023,Ret_2024,Ret_2025
10,10,5.0,5,0.4,14,0.27105858607979116,1.3862174498300968,0.6346208653000003,0.4072972027859576,-0.05134640414724401,0.26805050217408044,0.1643474227376165,0.18445259844580297
10,10,5.0,5,0.4,20,0.28084335200024335,1.4362576033541061,0.6346208653000003,0.4072972027859576,-0.026130642659861647,0.27503029351078445,0.1591806913550109,0.2039961261081602
10,10,5.0,5,0.4,30,0.27378377300846735,1.3451947217406002,0.5462109434583335,0.4294979493559803,-0.04445964962214155,0.29102701554545973,0.1664032664476074,0.21194378827147453
10,10,5.0,5,0.45,14,0.26457790617190224,1.339233925890863,0.6115814411333333,0.4128585288534743,-0.0788217319510428,0.27872122043191694,0.16950098880462372,0.18118417963648148
10,10,5.0,5,0.45,20,0.2775416949064893,1.4193726385835383,0.6346208653000003,0.4072972027859576,-0.0402205400036042,0.2790678341787216,0.16102027790582607,0.1981627038234559
10,10,5.0,5,0.45,30,0.2703940940075391,1.3285400520706683,0.5462109434583335,0.4294979493559803,-0.05908845736734836,0.2955517535959289,0.16841463165869563,0.20596308795131701
10,10,5.0,9,0.4,14,0.33288751457579835,2.252912686465647,0.8677398221166666,0.468206557338666,0.007183476668846556,0.19147092293847523,0.26200752686115525,0.2152800066613132
10,10,5.0,9,0.4,20,0.33363173133355795,2.257949388960102,0.8677398221166666,0.468206557338666,0.04074127148155804,0.196968284508108,0.2523562576105127,0.18322266159820644
10,10,5.0,9,0.4,30,0.32914637022168236,2.1470997689057305,0.7977190080666665,0.48575937455621454,0.03118510543726649,0.20382989799871298,0.25968900477248913,0.18745957360662113
10,10,5.0,9,0.45,14,0.3427997253110544,2.251182509647241,0.8102632862166663,0.48251865116734716,0.05272271598052325,0.1869804590881965,0.25680964267661843,0.24787256328226603
10,10,5.0,9,0.45,20,0.3443441814359858,2.3304489982339565,0.8677398221166666,0.468206557338666,0.07167189859127743,0.19128337985718868,0.24621833893596157,0.21444311579217246
10,10,5.0,9,0.45,30,0.33764828723533546,2.2025597882368744,0.7977190080666665,0.48575937455621454,0.043341924042287205,0.20145491139159,0.25716023205204586,0.22204228518680336
10,10,5.0,13,0.4,14,0.28831163703945606,1.0827608302552232,0.41880570076666634,-0.07838712791091063,0.040427502327571974,0.7235813343271231,0.3942069080326709,0.2809804227579935
10,10,5.0,13,0.4,20,0.29434000202542365,1.1054004903962897,0.41880570076666634,-0.07838712791091063,0.05797949806739933,0.6908495805143962,0.3951808796265621,0.31803948013912753
10,10,5.0,13,0.4,30,0.2886719608515693,0.9746680200055743,0.26517351149166624,-0.08744100667781363,0.10251629439598187,0.7471488677664437,0.4138012033390588,0.328791901421118
10,10,5.0,13,0.45,14,0.28994037704779974,1.0955295607410331,0.4281023801166659,-0.07789904087861832,-0.0077243289462786136,0.7535550785867877,0.4036117698963759,0.31252155892958045
10,10,5.0,13,0.45,20,0.29647108838314695,1.1134038330907723,0.41880570076666634,-0.07838712791091063,0.02428921677543494,0.7135725735097118,0.402841452746034,0.34915715652236057
10,10,5.0,13,0.45,30,0.28972453677428534,0.9782219228074701,0.26517351149166624,-0.08744100667781363,0.04682579370700002,0.786896736786536,0.42625014849942255,0.36359235644174426
10,20,2.0,5,0.4,14,0.21253663230876385,0.9592291411024325,0.5011579482750004,0.4362297422013748,-0.06805691328082608,0.116023461542337,0.12560816247753737,0.16131824797271754
10,20,2.0,5,0.4,20,0.22150367064311371,1.016478197166912,0.5011579482750004,0.4362297422013748,-0.06108025336547185,0.12977828714149786,0.12313593239291865,0.19008307411787628
10,20,2.0,5,0.4,30,0.20885708949792936,0.8964189532984264,0.41274802643333386,0.4623485357838164,-0.10700047445852312,0.14205713303906098,0.13343188741580847,0.20413450060016247
10,20,2.0,5,0.45,14,0.2093841808880892,0.9297552068079638,0.48241343465833375,0.4415179086902865,-0.08026132946879094,0.11855484241952974,0.12808003526995604,0.16413799861731526
